play,act,scene,speaker,sentence,pronoun,resolved_to,gender_group,window_size_used
MUCH ADO ABOUT NOTHING,3,1,HERO,"There will she hide her, To listen our propose.",her,HERO,female,5
MUCH ADO ABOUT NOTHING,3,1,HERO,This is thy office; Bear thee well in it and leave us alone.,it,HERO,female,6
MUCH ADO ABOUT NOTHING,3,1,MARGARET,"I'll make her come, I warrant you, presently.",her,MARGARET,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Now, Ursula, when Beatrice doth come, As we do trace this alley up and down, Our talk must only be of Benedick: When I d",him,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Now, Ursula, when Beatrice doth come, As we do trace this alley up and down, Our talk must only be of Benedick: When I d",it,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Now, Ursula, when Beatrice doth come, As we do trace this alley up and down, Our talk must only be of Benedick: When I d",him,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"The pleasant'st angling is to see the fish Cut with her golden oars the silver stream, And greedily devour the treachero",her,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Then go we near her, that her ear lose nothing Of the false sweet bait that we lay for it.",her,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Then go we near her, that her ear lose nothing Of the false sweet bait that we lay for it.",her,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Then go we near her, that her ear lose nothing Of the false sweet bait that we lay for it.",it,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,They advance to the bower.,They,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"No, truly, Ursula, she is too disdainful; I know her spirits are as coy and wild As haggards of the rock.",she,Ursula,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"No, truly, Ursula, she is too disdainful; I know her spirits are as coy and wild As haggards of the rock.",her,Ursula,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"And did they bid you tell her of it, madam?",they,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"And did they bid you tell her of it, madam?",her,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"And did they bid you tell her of it, madam?",it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",They,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",her,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",it,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",them,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",they,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",him,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"They did entreat me to acquaint her of it; But I persuaded them, if they lov'd Benedick, To wish him wrestle with affect",it,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,I know he doth deserve As much as may be yielded to a man; But Nature never fram'd a woman's heart Of prouder stuff than,he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,I know he doth deserve As much as may be yielded to a man; But Nature never fram'd a woman's heart Of prouder stuff than,her,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,I know he doth deserve As much as may be yielded to a man; But Nature never fram'd a woman's heart Of prouder stuff than,they,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,I know he doth deserve As much as may be yielded to a man; But Nature never fram'd a woman's heart Of prouder stuff than,her,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,I know he doth deserve As much as may be yielded to a man; But Nature never fram'd a woman's heart Of prouder stuff than,her,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"She cannot love, Nor take no shape nor project of affection, She is so self-endear'd.",She,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"She cannot love, Nor take no shape nor project of affection, She is so self-endear'd.",She,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,And therefore certainly it were not good,it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She knew his love, lest she make sport at it.",She,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She knew his love, lest she make sport at it.",his,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She knew his love, lest she make sport at it.",she,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She knew his love, lest she make sport at it.",it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"I never yet saw man, How wise, how noble, young, how rarely featur'd, But she would spell him backward: if fair-fac'd, S",she,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"I never yet saw man, How wise, how noble, young, how rarely featur'd, But she would spell him backward: if fair-fac'd, S",him,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"I never yet saw man, How wise, how noble, young, how rarely featur'd, But she would spell him backward: if fair-fac'd, S",She,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"I never yet saw man, How wise, how noble, young, how rarely featur'd, But she would spell him backward: if fair-fac'd, S",her,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"So turns she every man the wrong side out, And never gives to truth and virtue that Which simpleness and merit purchaset",she,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,But who dare tell her so?,her,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"If I should speak, She would mock me into air:",She,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"she would laugh me Out of myself, press me to death with wit.",she,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Therefore let Benedick, like cover'd fire, Consume away in sighs, waste inwardly: It were a better death than die with m",It,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,Yet tell her of it: hear what she will say.,her,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,Yet tell her of it: hear what she will say.,it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,Yet tell her of it: hear what she will say.,she,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"No; rather I will go to Benedick, And counsel him to fight against his passion.",him,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"No; rather I will go to Benedick, And counsel him to fight against his passion.",his,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She cannot be so much without true judgment,— Having so swift and excellent a wit As she is priz'd to have,—as to refuse",She,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She cannot be so much without true judgment,— Having so swift and excellent a wit As she is priz'd to have,—as to refuse",she,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"He is the only man of Italy, Always excepted my dear Claudio.",He,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"Indeed, he hath an excellent good name.",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"His excellence did earn it, ere he had it.",His,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"His excellence did earn it, ere he had it.",it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"His excellence did earn it, ere he had it.",he,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"His excellence did earn it, ere he had it.",it,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She's lim'd, I warrant you, We have caught her, madam.",She,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,URSULA,"She's lim'd, I warrant you, We have caught her, madam.",her,URSULA,female,7
MUCH ADO ABOUT NOTHING,3,1,HERO,"If it prove so, then loving goes by haps: Some Cupid kills with arrows, some with traps.",it,HERO,female,7
MUCH ADO ABOUT NOTHING,3,1,BEATRICE,"And, Benedick, love on; I will requite thee, Taming my wild heart to thy loving hand: If thou dost love, my kindness sha",it,Benedick,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Nay, that would be as great a soil in the new gloss of your marriage, as to show a child his new coat and forbid him to ",his,DON PEDRO,male,3
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Nay, that would be as great a soil in the new gloss of your marriage, as to show a child his new coat and forbid him to ",him,DON PEDRO,male,3
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Nay, that would be as great a soil in the new gloss of your marriage, as to show a child his new coat and forbid him to ",it,DON PEDRO,male,3
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",his,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",his,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",his,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",he,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",he,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"I will only be bold with Benedick for his company; for, from the crown of his head to the sole of his foot, he is all mi",him,Benedick,male,5
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"He hath a heart as sound as a bell, and his tongue is the clapper; for what his heart thinks, his tongue speaks.",He,DON PEDRO,male,6
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"He hath a heart as sound as a bell, and his tongue is the clapper; for what his heart thinks, his tongue speaks.",his,DON PEDRO,male,6
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"He hath a heart as sound as a bell, and his tongue is the clapper; for what his heart thinks, his tongue speaks.",his,DON PEDRO,male,6
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"He hath a heart as sound as a bell, and his tongue is the clapper; for what his heart thinks, his tongue speaks.",his,DON PEDRO,male,6
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,I hope he be in love.,he,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Hang him, truant!",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,there's no true drop of blood in him to be truly touched with love.,him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"If he be sad, he wants money.",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"If he be sad, he wants money.",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,Draw it.,it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,BENEDICK,Hang it.,it,BENEDICK,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"You must hang it first, and draw it afterwards.",it,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"You must hang it first, and draw it afterwards.",it,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,BENEDICK,"Well, everyone can master a grief but he that has it.",he,BENEDICK,male,7
MUCH ADO ABOUT NOTHING,3,2,BENEDICK,"Well, everyone can master a grief but he that has it.",it,BENEDICK,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Yet say I, he is in love.",he,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"There is no appearance of fancy in him, unless it be a fancy that he hath to strange disguises; as to be a Dutchman toda",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"There is no appearance of fancy in him, unless it be a fancy that he hath to strange disguises; as to be a Dutchman toda",it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"There is no appearance of fancy in him, unless it be a fancy that he hath to strange disguises; as to be a Dutchman toda",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Unless he have a fancy to this foolery, as it appears he hath, he is no fool for fancy, as you would have it appear he i",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"If he be not in love with some woman, there is no believing old signs: a' brushes his hat a mornings; what should that b",he,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"If he be not in love with some woman, there is no believing old signs: a' brushes his hat a mornings; what should that b",his,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,Hath any man seen him at the barber's?,him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"No, but the barber's man hath been seen with him; and the old ornament of his cheek hath already stuffed tennis balls.",him,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"No, but the barber's man hath been seen with him; and the old ornament of his cheek hath already stuffed tennis balls.",his,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,LEONATO,"Indeed he looks younger than he did, by the loss of a beard.",he,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,2,LEONATO,"Indeed he looks younger than he did, by the loss of a beard.",he,LEONATO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Nay, a' rubs himself with civet: can you smell him out by that?",himself,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Nay, a' rubs himself with civet: can you smell him out by that?",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,The greatest note of it is his melancholy.,it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,The greatest note of it is his melancholy.,his,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,And when was he wont to wash his face?,he,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,And when was he wont to wash his face?,his,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Yea, or to paint himself?",himself,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"for the which, I hear what they say of him.",they,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"for the which, I hear what they say of him.",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Nay, but his jesting spirit; which is now crept into a lute-string, and now governed by stops.",his,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Indeed, that tells a heavy tale for him.",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"Conclude, conclude he is in love.",he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Nay, but I know who loves him.",him,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"That would I know too: I warrant, one that knows him not.",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Yes, and his ill conditions; and in despite of all, dies for him.",his,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Yes, and his ill conditions; and in despite of all, dies for him.",him,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,She shall be buried with her face upwards.,She,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,She shall be buried with her face upwards.,her,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"For my life, to break with him about Beatrice.",him,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Hero and Margaret have by this played their parts with Beatrice, and then the two bears will not bite one another when t",their,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"Hero and Margaret have by this played their parts with Beatrice, and then the two bears will not bite one another when t",they,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"If it please you; yet Count Claudio may hear, for what I would speak of concerns him.",it,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"If it please you; yet Count Claudio may hear, for what I would speak of concerns him.",him,Claudio,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,You know he does.,he,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"I know not that, when he knows what I know.",he,DON JOHN,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"If there be any impediment, I pray you discover it.",it,CLAUDIO,male,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"For my brother, I think he holds you well, and in dearness of heart hath holp to effect your ensuing marriage; surely su",he,DON JOHN,male,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"I came hither to tell you; and circumstances shortened,—for she has been too long a talking of,—the lady is disloyal.",she,Beatrice,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Even she: Leonato's Hero, your Hero, every man's Hero.",she,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"The word's too good to paint out her wickedness; I could say, she were worse: think you of a worse title, and I will fit",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"The word's too good to paint out her wickedness; I could say, she were worse: think you of a worse title, and I will fit",she,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"The word's too good to paint out her wickedness; I could say, she were worse: think you of a worse title, and I will fit",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"The word's too good to paint out her wickedness; I could say, she were worse: think you of a worse title, and I will fit",it,DON JOHN,male,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Wonder not till further warrant: go but with me tonight, you shall see her chamber window entered, even the night before",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Wonder not till further warrant: go but with me tonight, you shall see her chamber window entered, even the night before",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Wonder not till further warrant: go but with me tonight, you shall see her chamber window entered, even the night before",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Wonder not till further warrant: go but with me tonight, you shall see her chamber window entered, even the night before",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"Wonder not till further warrant: go but with me tonight, you shall see her chamber window entered, even the night before",it,DON JOHN,male,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,I will not think it.,it,DON PEDRO,male,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"If I see anything tonight why I should not marry her tomorrow, in the congregation, where I should wed, there will I sha",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,CLAUDIO,"If I see anything tonight why I should not marry her tomorrow, in the congregation, where I should wed, there will I sha",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"And, as I wooed for thee to obtain her, I will join with thee to disgrace her.",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON PEDRO,"And, as I wooed for thee to obtain her, I will join with thee to disgrace her.",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"I will disparage her no farther till you are my witnesses: bear it coldly but till midnight, and let the issue show itse",her,Hero,female,7
MUCH ADO ABOUT NOTHING,3,2,DON JOHN,"I will disparage her no farther till you are my witnesses: bear it coldly but till midnight, and let the issue show itse",it,DON JOHN,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"Yea, or else it were pity",it,VERGES,male,2
MUCH ADO ABOUT NOTHING,3,3,VERGES,"but they should suffer salvation, body and soul.",they,VERGES,male,3
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Nay, that were a punishment too good for them, if they should have any allegiance in them, being chosen for the Prince's",them,DOGBERRY,male,4
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Nay, that were a punishment too good for them, if they should have any allegiance in them, being chosen for the Prince's",they,DOGBERRY,male,4
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Nay, that were a punishment too good for them, if they should have any allegiance in them, being chosen for the Prince's",them,DOGBERRY,male,4
MUCH ADO ABOUT NOTHING,3,3,VERGES,"Well, give them their charge, neighbour Dogberry.",them,Dogberry,male,6
MUCH ADO ABOUT NOTHING,3,3,VERGES,"Well, give them their charge, neighbour Dogberry.",their,Dogberry,male,6
MUCH ADO ABOUT NOTHING,3,3,FIRST WATCH,"Hugh Oatcake, sir, or George Seacoal; for they can write and read.",they,Oatcake,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,You have: I knew it would be your answer.,it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Well, for your favour, sir, why, give God thanks, and make no boast of it; and for your writing and reading, let that ap",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why, then, take no note of him, but let him go; and presently call the rest of the watch together, and thank God you are",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why, then, take no note of him, but let him go; and presently call the rest of the watch together, and thank God you are",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If he will not stand when he is bidden, he is none of the Prince's subjects.",he,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"True, and they are to meddle with none but the Prince's subjects.",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Well, you are to call at all the alehouses, and bid those that are drunk get them to bed.",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,How if they will not?,they,SECOND WATCH,neutral,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, let them alone till they are sober: if they make you not then the better answer, you may say they are not the ",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"If you meet a thief, you may suspect him, by virtue of your office, to be no true man; and, for such kind of men, the le",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"If you meet a thief, you may suspect him, by virtue of your office, to be no true man; and, for such kind of men, the le",them,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,"If we know him to be a thief, shall we not lay hands on him?",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,SECOND WATCH,"If we know him to be a thief, shall we not lay hands on him?",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Truly, by your office, you may; but I think they that touch pitch will be defiled.",they,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",himself,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"The most peaceable way for you, if you do take a thief, is to let him show himself what he is and steal out of your comp",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Truly, I would not hang a dog by my will, much more a man who hath any honesty in him.",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If you hear a child cry in the night, you must call to the nurse and bid her still it.",her,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"If you hear a child cry in the night, you must call to the nurse and bid her still it.",it,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",her,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",her,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Why then, depart in peace, and let the child wake her with crying; for the ewe that will not hear her lamb when it baes,",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"You constable, are to present the Prince's own person: if you meet the Prince in the night, you may stay him.",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",he,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",him,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",it,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,DOGBERRY,"Five shillings to one on't, with any man that knows the statutes, he may stay him: marry, not without the Prince be will",his,DOGBERRY,male,7
MUCH ADO ABOUT NOTHING,3,3,VERGES,"By'r lady, I think it be so.",it,VERGES,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,"Stand thee close then under this penthouse, for it drizzles rain, and I will, like a true drunkard, utter all to thee.",it,BORACHIO,male,7
MUCH ADO ABOUT NOTHING,3,3,CONRADE,Is it possible that any villainy should be so dear?,it,CONRADE,male,7
MUCH ADO ABOUT NOTHING,3,3,BORACHIO,Thou shouldst rather ask if it were possible any villainy should be so rich; for when rich villains have need of poor on,it,BORACHIO,male,7
